0,1,2,3,4,5,6,7,8,9
0.21914182603359222,0.23070494830608368,0.22791865468025208,0.227082759141922,0.22972974181175232,0.22931179404258728,0.23363055288791656,0.23530232906341553,0.23585958778858185,0.23418781161308289
